ID,Text,Category,Priority
3316,There is a problem with Zoom on the mobile. Error: NET-503. Kindly assist.,Service Request,critical
3317,There is a problem with WiFi on the desktop. Error: AUTH-007. Please resolve soon.,Hardware Issue,medium
3318,"I am unable to access Active Directory on my laptop, it shows error AUTH-007. Please resolve soon.",Other,medium
3319,"I am unable to access WiFi on my printer, it shows error TIMEOUT-22. Issue reported by user.",Network Problem,critical
3320,My printer stopped working when I tried to use Active Directory. Error displayed: ERR-9999. Issue reported by user.,Other,critical
3321,Database keeps crashing on my printer. Code AUTH-007. Issue reported by user.,Account/Access Issue,medium
3322,I can't log into Salesforce from my desktop. It returns AUTH-007. Issue reported by user.,Software Bug,medium
3323,"I am unable to access Outlook on my desktop, it shows error ERR42. Needs immediate attention.",Network Problem,critical
3324,"I am unable to access Database on my desktop, it shows error NET-503. Please resolve soon.",Network Problem,critical
3325,My router stopped working when I tried to use Zoom. Error displayed: NET-503. Occurs intermittently.,Network Problem,critical
3326,My server stopped working when I tried to use Database. Error displayed: NET-503.,Network Problem,critical
3327,My mobile stopped working when I tried to use Email. Error displayed: 0xC004F012. Occurs intermittently.,Other,high
3328,My desktop stopped working when I tried to use CRM Portal. Error displayed: TIMEOUT-22. Please resolve soon.,Service Request,critical
3329,My server stopped working when I tried to use Database. Error displayed: NET-503. Kindly assist.,Network Problem,critical
3330,Teams keeps crashing on my desktop. Code AUTH-007. Please resolve soon.,Network Problem,medium
3331,Salesforce fails to load on my printer showing 0x80070005. Issue reported by user.,Network Problem,high
3332,"I am unable to access Database on my server, it shows error AUTH-007. Occurs intermittently.",Network Problem,medium
3333,There is a problem with Active Directory on the desktop. Error: FAIL-101.,Software Bug,high
3334,Salesforce keeps crashing on my laptop. Code TIMEOUT-22.,Service Request,critical
3335,My laptop stopped working when I tried to use VPN. Error displayed: TIMEOUT-22. Occurs intermittently.,Service Request,critical
3336,My printer stopped working when I tried to use Active Directory. Error displayed: ERR-9999. Issue reported by user.,Other,critical
3337,"I am unable to access Email on my mobile, it shows error FAIL-101. Kindly assist.",Account/Access Issue,high
3338,My printer stopped working when I tried to use WiFi. Error displayed: FAIL-101.,Software Bug,high
3339,"I am unable to access Teams on my printer, it shows error ERR-9999. Kindly assist.",Network Problem,critical
3340,Database fails to load on my desktop showing TIMEOUT-22. Issue reported by user.,Account/Access Issue,critical
3341,My mobile stopped working when I tried to use Teams. Error displayed: FAIL-101.,Account/Access Issue,high
3342,Active Directory keeps crashing on my mobile. Code ERR42. Needs immediate attention.,Service Request,high
3343,There is a problem with WiFi on the server. Error: NET-503. Needs immediate attention.,Account/Access Issue,critical
3344,Email keeps crashing on my printer. Code ERR-9999. Occurs intermittently.,Service Request,critical
3345,Zoom keeps crashing on my server. Code NET-503. Issue reported by user.,Account/Access Issue,critical
3346,I can't log into Zoom from my router. It returns 0x80070005. Please resolve soon.,Service Request,high
3347,My laptop stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012. Please resolve soon.,Service Request,high
3348,There is a problem with Active Directory on the server. Error: FAIL-101. Occurs intermittently.,Service Request,high
3349,Database keeps crashing on my laptop. Code FAIL-101. Kindly assist.,Software Bug,high
3350,Salesforce fails to load on my desktop showing 0x80070005. Kindly assist.,Software Bug,high
3351,Email keeps crashing on my printer. Code AUTH-007. Kindly assist.,Account/Access Issue,medium
3352,"I am unable to access Teams on my printer, it shows error AUTH-007. Needs immediate attention.",Account/Access Issue,medium
3353,Salesforce keeps crashing on my router. Code NET-503. Please resolve soon.,Security,critical
3354,There is a problem with Salesforce on the desktop. Error: AUTH-007. Please resolve soon.,Security,medium
3355,I can't log into VPN from my mobile. It returns ERR-9999. Please resolve soon.,Other,critical
3356,CRM Portal keeps crashing on my laptop. Code ERR-9999. Needs immediate attention.,Other,high
3357,"I am unable to access Database on my printer, it shows error AUTH-007. Occurs intermittently.",Software Bug,medium
3358,My mobile stopped working when I tried to use CRM Portal. Error displayed: ERR42. Kindly assist.,Other,critical
3359,"I am unable to access Zoom on my printer, it shows error ERR-9999. Kindly assist.",Hardware Issue,medium
3360,WiFi fails to load on my laptop showing 0x80070005.,Software Bug,high
3361,My laptop stopped working when I tried to use Active Directory. Error displayed: 0xC004F012. Issue reported by user.,Software Bug,high
3362,"I am unable to access Zoom on my mobile, it shows error FAIL-101.",Security,high
3363,There is a problem with VPN on the mobile. Error: 0x80070005. Issue reported by user.,Other,high
3364,WiFi fails to load on my router showing TIMEOUT-22.,Security,critical
3365,"I am unable to access Salesforce on my laptop, it shows error TIMEOUT-22. Occurs intermittently.",Security,critical
3366,My mobile stopped working when I tried to use WiFi. Error displayed: 0x80070005. Occurs intermittently.,Account/Access Issue,high
3367,My tablet stopped working when I tried to use Zoom. Error displayed: TIMEOUT-22. Issue reported by user.,Account/Access Issue,critical
3368,Email fails to load on my desktop showing TIMEOUT-22. Please resolve soon.,Software Bug,critical
3369,"I am unable to access Active Directory on my printer, it shows error ERR42. Kindly assist.",Account/Access Issue,critical
3370,Salesforce fails to load on my desktop showing 0xC004F012.,Security,high
3371,Salesforce fails to load on my mobile showing FAIL-101. Occurs intermittently.,Account/Access Issue,high
3372,Database keeps crashing on my router. Code 0x80070005. Please resolve soon.,Account/Access Issue,high
3373,My printer stopped working when I tried to use Active Directory. Error displayed: AUTH-007.,Service Request,medium
3374,There is a problem with Teams on the printer. Error: 0x80070005. Issue reported by user.,Other,high
3375,"I am unable to access Email on my desktop, it shows error 0x80070005. Needs immediate attention.",Service Request,high
3376,Zoom keeps crashing on my server. Code ERR42. Issue reported by user.,Security,medium
3377,Teams keeps crashing on my server. Code AUTH-007.,Account/Access Issue,medium
3378,I can't log into WiFi from my router. It returns NET-503.,Other,critical
3379,WiFi fails to load on my desktop showing 0x80070005. Needs immediate attention.,Service Request,high
3380,My desktop stopped working when I tried to use Active Directory. Error displayed: ERR42. Kindly assist.,Service Request,low
3381,Zoom keeps crashing on my server. Code TIMEOUT-22. Needs immediate attention.,Software Bug,critical
3382,Zoom keeps crashing on my printer. Code AUTH-007. Please resolve soon.,Security,medium
3383,Zoom fails to load on my tablet showing ERR-9999. Please resolve soon.,Account/Access Issue,low
3384,WiFi fails to load on my server showing TIMEOUT-22.,Account/Access Issue,critical
3385,CRM Portal fails to load on my mobile showing FAIL-101. Needs immediate attention.,Security,high
3386,I can't log into CRM Portal from my server. It returns TIMEOUT-22. Occurs intermittently.,Software Bug,critical
3387,I can't log into Database from my printer. It returns FAIL-101. Needs immediate attention.,Network Problem,high
3388,VPN keeps crashing on my desktop. Code 0x80070005. Issue reported by user.,Software Bug,high
3389,I can't log into Zoom from my desktop. It returns TIMEOUT-22.,Network Problem,critical
3390,Outlook fails to load on my desktop showing FAIL-101.,Account/Access Issue,high
3391,I can't log into CRM Portal from my tablet. It returns 0xC004F012. Issue reported by user.,Security,high
3392,I can't log into VPN from my printer. It returns ERR-9999.,Other,high
3393,There is a problem with Active Directory on the mobile. Error: 0x80070005. Needs immediate attention.,Security,high
3394,My server stopped working when I tried to use Salesforce. Error displayed: AUTH-007. Occurs intermittently.,Network Problem,medium
3395,I can't log into Outlook from my server. It returns TIMEOUT-22. Issue reported by user.,Software Bug,critical
3396,My tablet stopped working when I tried to use Zoom. Error displayed: TIMEOUT-22. Kindly assist.,Account/Access Issue,critical
3397,My printer stopped working when I tried to use Zoom. Error displayed: AUTH-007. Issue reported by user.,Service Request,medium
3398,"I am unable to access Salesforce on my laptop, it shows error TIMEOUT-22.",Security,critical
3399,I can't log into WiFi from my desktop. It returns ERR-9999. Kindly assist.,Hardware Issue,high
3400,My printer stopped working when I tried to use Database. Error displayed: NET-503. Needs immediate attention.,Service Request,critical
3401,VPN keeps crashing on my router. Code AUTH-007. Issue reported by user.,Network Problem,medium
3402,CRM Portal keeps crashing on my laptop. Code ERR-9999. Occurs intermittently.,Account/Access Issue,medium
3403,I can't log into Outlook from my tablet. It returns ERR42. Kindly assist.,Other,critical
3404,Active Directory keeps crashing on my desktop. Code 0xC004F012. Please resolve soon.,Software Bug,high
3405,I can't log into Email from my router. It returns AUTH-007. Kindly assist.,Software Bug,medium
3406,"I am unable to access CRM Portal on my server, it shows error AUTH-007. Issue reported by user.",Account/Access Issue,medium
3407,Zoom keeps crashing on my server. Code TIMEOUT-22. Kindly assist.,Account/Access Issue,critical
3408,My tablet stopped working when I tried to use Database. Error displayed: AUTH-007. Occurs intermittently.,Hardware Issue,medium
3409,My printer stopped working when I tried to use WiFi. Error displayed: ERR-9999. Kindly assist.,Account/Access Issue,high
3410,"I am unable to access Salesforce on my mobile, it shows error AUTH-007. Issue reported by user.",Security,medium
3411,Database keeps crashing on my laptop. Code NET-503. Kindly assist.,Hardware Issue,critical
3412,There is a problem with CRM Portal on the tablet. Error: ERR-9999. Needs immediate attention.,Security,critical
3413,I can't log into Email from my router. It returns AUTH-007. Needs immediate attention.,Software Bug,medium
